sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;lat;lon
1584853161;256952;1584853161;257000;1584853161;256130;57.709317177;11.918325768
1584853161;307347;1584853161;307408;1584853161;306061;57.709314173;11.918325687
1584853161;357037;1584853161;357098;1584853161;356053;57.70931116;11.918325627
1584853161;406900;1584853161;406934;1584853161;406048;57.70930814;11.918325582
1584853161;457567;1584853161;457642;1584853161;456120;57.709305111;11.918325562
1584853161;506834;1584853161;506881;1584853161;506030;57.709302073;11.91832557
1584853161;556913;1584853161;556954;1584853161;556028;57.709299026;11.918325593
1584853161;606943;1584853161;606982;1584853161;606078;57.709295974;11.918325628
1584853161;656977;1584853161;657011;1584853161;656039;57.709292918;11.918325678
1584853161;706915;1584853161;706969;1584853161;706013;57.709289856;11.918325747
1584853161;756916;1584853161;756967;1584853161;756026;57.709286787;11.918325834
1584853161;806856;1584853161;806884;1584853161;806033;57.709283708;11.918325946
1584853161;856723;1584853161;856750;1584853161;856035;57.709280618;11.918326074
1584853161;906922;1584853161;906960;1584853161;906088;57.709277517;11.918326215
1584853161;956705;1584853161;956734;1584853161;956009;57.709274407;11.91832637
