sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;IMURollRate;IMUYawRate
1584853114;144936;1584853114;144957;1584853114;144775;-0.000732421875;0.01904296875
1584853114;245080;1584853114;245105;1584853114;244944;-0.00146484375;0.02001953125
1584853114;344645;1584853114;344666;1584853114;344588;0.00146484375;0.017333984375
1584853114;445183;1584853114;445222;1584853114;444862;-0.000732421875;0.017333984375
1584853114;545098;1584853114;545124;1584853114;544943;0.000732421875;0.02001953125
1584853114;644980;1584853114;645138;1584853114;644614;-0.00244140625;0.020751953125
1584853114;744934;1584853114;744959;1584853114;744796;0;0.017333984375
1584853114;845043;1584853114;845064;1584853114;844948;0.00146484375;0.01806640625
1584853114;944783;1584853114;944805;1584853114;944606;0;0.015625
1584853115;44989;1584853115;45073;1584853115;44788;0;0.016357421875
1584853115;145077;1584853115;145101;1584853115;144944;0;0.016357421875
1584853115;244932;1584853115;244953;1584853115;244640;-0.000732421875;0.017333984375
1584853115;345130;1584853115;345168;1584853115;344788;0.000732421875;0.01806640625
1584853115;445152;1584853115;445236;1584853115;444958;0;0.017333984375
1584853115;544743;1584853115;544767;1584853115;544619;0;0.01806640625
1584853115;645158;1584853115;645179;1584853115;644794;-0.000732421875;0.01806640625
1584853115;745241;1584853115;745262;1584853115;744944;-0.00244140625;0.01806640625
1584853115;844752;1584853115;844777;1584853115;844624;-0.00146484375;0.01904296875
1584853115;944915;1584853115;944941;1584853115;944803;0;0.0146484375
1584853116;45488;1584853116;45515;1584853116;44944;0;0.016357421875
1584853116;144983;1584853116;145026;1584853116;144612;0.000732421875;0.017333984375
1584853116;244940;1584853116;244964;1584853116;244795;-0.000732421875;0.01806640625
1584853116;345025;1584853116;345045;1584853116;344959;0;0.016357421875
1584853116;444794;1584853116;444820;1584853116;444661;0;0.017333984375
1584853116;545166;1584853116;545189;1584853116;544807;-0.00244140625;0.020751953125
1584853116;645056;1584853116;645108;1584853116;644971;-0.000732421875;0.017333984375
1584853116;744712;1584853116;744748;1584853116;744616;-0.003173828125;0.0146484375
1584853116;845039;1584853116;845127;1584853116;844838;0;0.01904296875
1584853116;945490;1584853116;945512;1584853116;944964;0.00146484375;0.02001953125
1584853117;44810;1584853117;44834;1584853117;44643;-0.000732421875;0.017333984375
1584853117;145565;1584853117;145591;1584853117;144802;-0.000732421875;0.01904296875
1584853117;245044;1584853117;245068;1584853117;244969;-0.00244140625;0.017333984375
1584853117;345162;1584853117;345186;1584853117;344607;-0.000732421875;0.01806640625
1584853117;444938;1584853117;444958;1584853117;444822;0.000732421875;0.02001953125
1584853117;545492;1584853117;545520;1584853117;544955;0.000732421875;0.015625
1584853117;644807;1584853117;644863;1584853117;644659;-0.00146484375;0.017333984375
1584853117;744879;1584853117;744933;1584853117;744810;-0.003173828125;0.017333984375
1584853117;845277;1584853117;845300;1584853117;844966;-0.000732421875;0.01806640625
1584853117;944745;1584853117;944767;1584853117;944635;0.00146484375;0.01904296875
1584853118;48415;1584853118;48450;1584853118;44820;0;0.01806640625
1584853118;145410;1584853118;145517;1584853118;144972;0.000732421875;0.017333984375
1584853118;245208;1584853118;245247;1584853118;244640;0.000732421875;0.01904296875
1584853118;345376;1584853118;345462;1584853118;344811;0.000732421875;0.01806640625
1584853118;445167;1584853118;445192;1584853118;444990;0.000732421875;0.015625
1584853118;546162;1584853118;546202;1584853118;544636;-0.003173828125;0.017333984375
1584853118;646205;1584853118;646342;1584853118;644818;-0.000732421875;0.016357421875
1584853118;745135;1584853118;745157;1584853118;744975;-0.00146484375;0.01806640625
1584853118;845232;1584853118;845266;1584853118;844681;-0.00244140625;0.01904296875
1584853118;945813;1584853118;945849;1584853118;944828;-0.00146484375;0.015625
1584853119;45080;1584853119;45117;1584853119;44975;0.00146484375;0.0146484375
1584853119;144685;1584853119;144708;1584853119;144631;-0.000732421875;0.013671875
1584853119;244989;1584853119;245045;1584853119;244873;0.000732421875;0.016357421875
1584853119;345581;1584853119;345604;1584853119;344976;-0.00146484375;0.015625
1584853119;445213;1584853119;445235;1584853119;444682;-0.00244140625;0.016357421875
